MSU	Symbol	Keyword
LOC_Os08g06050	OsSPO11-2|OsTOP6A2|TOP6A2	auxin; cytokinin; flower; meiosis; panicle; pollen; sterile
LOC_Os08g06100	COMT|OsCAldOMT1|OsCOMT|ROMT9	cell wall; cellulose; chlorophyll; cytoplasm; development; disease; disease resistance; grain; grain filling; grain yield; leaf; leaf senescence; melatonin; melatonin biosynthesis; methyltransferase; photosynthesis; senescence; vascular bundle; vascular development; yield
LOC_Os08g06110	Nhd1|OsCCA1	 ABA ; ABA; abiotic stress; biomass; biotic stress; domestication; floral; flowering; flowering time; growth; herbicide; herbicide resistance; leaf; nitrate; nitrogen; photosynthesis; resistance; root; root growth; shoot; starch; stress; stress tolerance; sucrose; sucrose transport; sucrose transporter; tolerance; transcription factor; transporter
LOC_Os08g06280	OsLSD1	cell death; flower
LOC_Os08g06344	OsRH42|PRP5	cold tolerance; growth; homeostasis; plant growth; temperature; tolerance
LOC_Os08g06380	CslF6|OsCslF6	cell wall; height; jasmonate; resistance; stem; transcription factor; vascular bundle; vegetative
LOC_Os08g06480	ASP-LSL|ASP1|OsLIS-L1|OsTPL	IAA; anther; auxin; branching; cell proliferation; cell wall; dwarf; fertility; grains per panicle; growth; height; iaa; inflorescence; lemma; meiosis; meristem; nucleus; panicle; plant height; pollen; seed; spikelet; spikelet meristem; stem; sterile; vegetative
LOC_Os08g06550	OsACBP1|RPP10	phloem
LOC_Os08g06630	OsSIG1	chloroplast; leaf; leaf development
LOC_Os08g07010	OsABCG18	ABC transporter; cytokinin; grain; grain yield; leaf; plasma membrane; shoot; stem; transporter; yield
LOC_Os08g07060	CRR6	biomass; chloroplast; growth; photosynthesis; temperature
LOC_Os08g07100	OsTPS31|TPS46	brown planthopper; defense; resistance
LOC_Os08g07740	CAR8|DTH8|EF8|Ghd8|Hd5|LHD1|OsHAP3H|OsNF-YB11	ER stress; R protein; branching; breeding; chlorophyll biogenesis; cold tolerance; drought; drought stress; drought stress ; floral; flower; flowering; flowering time; grain; grain yield; grains per panicle; heading date; height; nucleus; panicle; photosynthesis; plant height; reproductive; salinity; salinity stress; stress; stress tolerance; tiller; tillering; tolerance; transcription factor; yield
LOC_Os08g07760	OsBAK1|OsBISERK1|OsSERK1|TBP1	BR; BR signaling; Brassinosteroid; Brassinosteroid Signaling; angle of the lamina joint; architecture; blast; brassinosteroid; breeding; cell death; defense; development; disease; disease resistance; dwarf; erect; grain; grain size; grain yield; growth; height; lamina joint; leaf; leaf development; map-based cloning; plant architecture; receptor kinase; resistant; root; seed; seedling; shoot; yield
LOC_Os08g07840	OsPOLP1	phosphate; pi
LOC_Os08g08070	OsMST5	flower; grain; panicle; pollen; seed; seed development; transporter
LOC_Os08g08210	SDG701	development; flowering time; grain; methyltransferase; plant development
LOC_Os08g08220	BRHIS1	ATPase; blast; defense; disease; immune response; immunity; innate immunity
LOC_Os08g08820	Roc1	epidermis
LOC_Os08g08840	OsGPT|OsGPT1	anther; anther development; development; fertility; grain; grain weight; pollen; pollen development; pollen wall; seed; starch; sterility; tapetal; tapetum; tapetum degeneration
LOC_Os08g09210	GARS|VAL1	cell division; chloroplast; chloroplast development; development; leaf; leaf development; map-based cloning; seedling
LOC_Os08g09230	Flo5|OsSSIIIa	endosperm; seed; starch
LOC_Os08g09240	OsATG8c	height; plant height; yield
LOC_Os08g09270	CDE4	Kinase; R protein; chloroplast; chloroplast development; development; kinase
LOC_Os08g09466	OsFBX267	height; plant height
LOC_Os08g09690	OsNF-YA7	abscisic acid; drought; drought stress; drought tolerance; stress; stress tolerance; tolerance; transcription factor
LOC_Os08g09770	OsBiP5	endoplasmic reticulum stress response; stress response
LOC_Os08g09940	OsYchF1	abiotic stress; biotic stress; defense; defense response; disease; disease resistance; resistance; stress; stress response
LOC_Os08g10080	OMTN6	drought resistance
LOC_Os08g10440	OsPi304	R protein; cold stress; stress
LOC_Os08g10480	OsATX1	cadmium; copper; homeostasis; leaf; reproductive; root; tolerance
LOC_Os08g10550	OsHAK12	plasma membrane; root; salt; salt stress; stress; transporter; xylem
LOC_Os08g10600	HES1|OsUAP1|SPL29	abscisic acid; chlorophyll content; chloroplast; defence response; jasmonic acid; leaf senescence; pyrophosphorylase; reactive oxygen species; stress; temperature
LOC_Os08g10630	OsZIP4	Zn distribution; axillary meristem; flower; growth; meristem; phloem; reproductive; root; seed; shoot; transporter; vascular bundle; vegetative; zinc
LOC_Os08g12840	ZL16	chloroplast; chloroplast development; development; leaf; map-based cloning; seedlings
LOC_Os08g13920	OsXTH8	cell elongation; gibberellin; growth; height; leaf; root; seedling; sheath; vascular bundle
LOC_Os08g15020	OsMYB36a	Casparian strip; root endodermis
LOC_Os08g15080	Gm8	resistance; resistant
LOC_Os08g15230	OsSMAX1	branching; nucleus; shoot
LOC_Os08g16610	OsRAD21-3	flower; grain; meiosis; meiotic; mitosis; pollen; vegetative
LOC_Os08g19310	FGR1|OsNPPR1	R protein; development; endosperm; endosperm development
LOC_Os08g19320	Vsl1	senescence
LOC_Os08g19590	OsTF1L	ATPase; drought; drought tolerance; grain; grain yield; growth; lignin; lignin biosynthesis; photosynthesis; reproductive; stomatal; tolerance; transcription factor; vegetative; water loss; yield
LOC_Os08g20270	FON7	floral; floral organ; floral organ number
LOC_Os08g20420	OsMGD3	 pi ; Pi; growth; lateral root; phosphate; pi; root; root growth; transcription factor
LOC_Os08g20580	OsCTZFP8	R protein; Ubiquitin; abiotic stress; biotic stress; cold stress; cold tolerance; pollen; seed; stress; tolerance; transcription factor; zinc
LOC_Os08g21840	OsMRPL15	development; mitochondria; pollen; pollen development; starch; starch biosynthesis
LOC_Os08g23320	OsPPT1	growth; mitochondria
LOC_Os08g23440	OsCCC1	cell elongation; growth; homeostasis; leaf; node; plasma membrane; root; shoot; transporter
LOC_Os08g24400	OsMED14_1	auxin; branching; development; homeostasis; lateral root; microspore; panicle; root; seed; seed development; tapetum; tapetum degeneration; transcription factor
LOC_Os08g25380	OsBRL3	BR; root; shoot
LOC_Os08g25570	HDA705	ABA; GA; GA biosynthetic; abiotic stress; biotic stress; ga; resistance; salt; salt stress; seed; seed germination; seedling; stress
LOC_Os08g25734	OsAGPS2b|OsAPS2	endosperm; seed; starch
LOC_Os08g27170	OsSARD1	JA; SA; defense; defense response; nucleus; phytohormone; sa
LOC_Os08g28710	OsRLCK253	abiotic stress; salt; salt stress; yield
LOC_Os08g28730	BZ1	breeding; cell wall; cellulose; chloroplast; chloroplast development; development; glycosylation; growth; leaf; leaf color; photosynthesis; plant growth; stem; sugar
LOC_Os08g28900	OsRR8	cytokinin; flower
LOC_Os08g29110	OsTRXZ|WP2	cold stress; stress; temperature
LOC_Os08g30790	OsHIR1	cell death
LOC_Os08g31219	S27	mitochondria; pollen; sterility
LOC_Os08g31460	PDD|TCD8	chloroplast; chloroplast development; development; leaf; map-based cloning; temperature
LOC_Os08g31470	PAY1	architecture; auxin; auxin transport; breeding; grain; grain yield; grains per panicle; panicle; plant architecture; yield
LOC_Os08g31560	SRWD4	anther; endosperm
LOC_Os08g31580	OsDRAP1|OsERF48	abiotic stress; biotic stress; calcium; drought; drought tolerance; growth; homeostasis; redox homeostasis; root; salt; salt stress; salt tolerance; stress; tolerance; transcription factor
LOC_Os08g31870	OsSTL2	salt; salt tolerance; tolerance
LOC_Os08g32130	OsV5B	chloroplast; leaf; leaf development; oxidative; oxidative stress; seedlings; stress
LOC_Os08g32690	SAD1	development; plant development; super apical dormant
LOC_Os08g32870	OsBADH2|fgr	root; sterile
LOC_Os08g33370	GF14c|OsGF14C	drought; drought tolerance; flower; immunity; seedling
LOC_Os08g33530	TIG1	architecture; cell elongation; domestication; erect; growth; plant architecture; tiller; tiller angle; transcription factor
LOC_Os08g33590	OsbHLH38	abiotic stress; biotic stress; redox homeostasis; salt; salt stress; salt tolerance; seedling; stress; stress tolerance; tolerance; transcription factor; transporter
LOC_Os08g33660	OsMYB106	Salt Sensitivity; salt; salt stress; stress; transcription factor
LOC_Os08g33670	ONAC106	architecture; leaf; leaf senescence; plant architecture; salt; salt stress; salt tolerance; senescence; stress; stress tolerance; tiller; tiller angle; tolerance
LOC_Os08g33720	OsMDH8.1	salt tolerance
LOC_Os08g33810	OsLPLA	seed
LOC_Os08g33910	ONAC063	root; salinity; salinity stress; salt; seed; temperature; transcription factor
LOC_Os08g34210	OsGAPDH	ABA; drought; oxidative; panicle; phosphate; submergence
LOC_Os08g34258	Osmtd1	architecture; dwarf; leaf; leaf angle; plant architecture; tiller; tiller number
LOC_Os08g34280	OsCCR14	anther; cytoplasm; jasmonic; jasmonic acid; lignin; nucleus; root
LOC_Os08g34360	LFS	floral; flowering; growth; vegetative; vernalization
LOC_Os08g34380	COE1	auxin; brassinosteroid
LOC_Os08g34580	OsTPS8	ABA; Salt Sensitivity; abscisic acid; salinity; salt; salt stress; stress; stress tolerance; tolerance; yield
LOC_Os08g34790	Os4CL5	Al resistance; aluminum resistance
LOC_Os08g35110	OsSAUR33	Kinase; kinase; protein kinase; seed; seed germination; sucrose; sugar
LOC_Os08g35240	OsDERF1	drought; drought tolerance; ethylene; seedling; tiller; tillering
LOC_Os08g35740	OG1|OsOPR7	 ja ; JA; drought; jasmonate; jasmonic; jasmonic acid; map-based cloning; mitochondria; oxidative; oxidative stress; salinity; sterility
LOC_Os08g35760	OsGLP1	abiotic stress; biotic stress; cell wall; disease; disease resistance; dwarf; height; vegetative
LOC_Os08g35860	OsCKX11	ABA; abscisic acid; breeding; cytokinin; grain; grain number; leaf; leaf senescence; photosynthesis; senescence
LOC_Os08g36020	OsBRXL4	architecture; auxin; auxin transport; brassinosteroid; growth; panicle; plant architecture; plasma membrane; primary root; prostrate; root; shoot; shoot gravitropism; tiller; tiller angle
LOC_Os08g36320	OsGAD1	root; seed; shoot
LOC_Os08g36480	OsNR1	salt stress; seed germination
LOC_Os08g36790	OsbZIP66|TRAB1	ABA; dormancy; transcription factor
LOC_Os08g36840	Osfuct	anther; panicle; plant height; pollen; pollen development
LOC_Os08g36860	OsABA8ox2|OsCYP707A6	ABA catabolism; copper; seed
LOC_Os08g36910	OsAmy3D|OsRAM3D|RAmy3D|alphaAmy3	growth; seed
LOC_Os08g37070	OsCEP6.1	growth
LOC_Os08g37400	OsZHD2	auxin; ethylene; floral; homeobox gene; inflorescence; meristem; root; root meristem; shoot; shoot apical meristem; transcription factor
LOC_Os08g37800	OsK4|OsSnRK1D|SnRK1B	Kinase
LOC_Os08g37890	AL8|GAD1|RAE2	awn; development; domestication; grain; grain length; grain number; grains per panicle
LOC_Os08g38220	OsDof25	photosynthesis; transcriptional activator
LOC_Os08g38410	OsRBGD3	cold stress; development; drought; root; root development; salt; salt stress; stress; stress tolerance; temperature; tolerance
LOC_Os08g38460	OsRHP1	ABA; drought; leaf; salt; salt stress; salt tolerance; stress; stress response; tolerance
LOC_Os08g38710	OsAkaGal|Osh69	chloroplast; jasmonic; jasmonic acid; leaf; leaf senescence; salicylic acid; senescence
LOC_Os08g38880	SRWD1	salt; salt stress
LOC_Os08g38990	OsWRKY30	 ja ;  xoo ; R protein; Xoo; bacterial blight; blight; blight disease; defence; defence response; disease; drought; drought tolerance; leaf; resistance; xoo; zinc
LOC_Os08g39070	CSN6	iron; stress
LOC_Os08g39080	OsPEX5	JA; JA biosynthesis; development; ja; jasmonic; jasmonic acid; leaf; resistant; spikelet; spikelet development
LOC_Os08g39250	OsEDM2L	PCD; anther; anther development; cell death; development; pollen; pollen development; programmed cell death; tapetal; tapetal programmed cell death; tapetum; tapetum degeneration; transcription factor
LOC_Os08g39380	OsXylT|RCN11	ABA; abiotic stress; architecture; biotic stress; crown; crown root; culm; development; drought; growth; lateral root; root; root development; root number; salinity; seed; seed germination; seedlings; shoot; shoot architecture; temperature; vegetative
LOC_Os08g39450	OsDOG|OsSAP11	abiotic stress; cell elongation; dwarf; ga; gibberellin; homeostasis; salt; salt stress; yield
LOC_Os08g39630	OsFBH1|POH1	flowering; flowering time; heading date
LOC_Os08g39730	CYP76C6	detoxification; isoproturon metabolism; resistance
LOC_Os08g39840	OsHI-LOX|OsLOX9	brown planthopper; chloroplast; ethylene; ja; leaf; stem
LOC_Os08g39890	IPA1|OsSPL14|WFP	 ABA ;  ga ; ABA; ABA biosynthesis; ABA catabolism; GA; Gibberellin; abscisic acid; architecture; branching; breeding; defense; development; disease; disease resistance; drought; drought resistance; drought tolerance; erect; gibberellin; grain; grain yield; grains per panicle; growth; height; immunity; leaf; lodging; lodging resistance; magnaporthe oryzae; nitrogen; panicle; panicle architecture; pathogen; plant architecture; plant growth; reactive oxygen species; reproductive; resistance; root; seed; seed germination; seedling; seedling growth; seedlings; shoot; starch; stomatal; stress tolerance; strigolactone; tiller; tiller number; tillering; tolerance; transcription activator; transcription factor; vegetative; yield
LOC_Os08g39950	OsHAK26	development; fertility; plasma membrane; pollen; pollen development; pollen wall; seed
LOC_Os08g40030	OsCUC3	development; leaf; stamen; stamen number
LOC_Os08g40170	CDKB2|CDKB2;1|cdc2Os3	mitosis; root
LOC_Os08g40510	SKIN2	GKSKSF domain
LOC_Os08g40620	OsMAP	auxin; meristem; shoot; transcription factor
LOC_Os08g40900	OsARF21	auxin; auxin response; grain; grain yield; yield
LOC_Os08g40930	OsISA1|OsPHS8	endosperm; starch; starch biosynthesis
LOC_Os08g41030	AP2EREBP110|OsERF115	development; endosperm; endosperm development; ethylene; ethylene response; grain; grain length; grain size; grain weight; grain-filling; growth; spikelet; transcriptional repressor
LOC_Os08g41190	OsMBTB32	primary root; salinity; salt; salt stress; salt tolerance; seedlings; shoot; stress; tolerance
LOC_Os08g41360	EPFL10	stomatal; stomatal density; yield
LOC_Os08g41380	RL1	R protein; mitochondria
LOC_Os08g41390	rFKBP64	root; shoot
LOC_Os08g41720	OsPIN5b	architecture; auxin; leaf; panicle; plant architecture; root; seed; shoot; tiller; tiller number; yield
LOC_Os08g41880	NPP1|OsPAP27b	chloroplast
LOC_Os08g41940	GW8|OsSPL16|qGW8	cell cycle; grain; grain quality; grain shape; grain size; grain yield; yield
LOC_Os08g41950	OsMADS45|OsMADS7	breeding; development; endosperm; fertility; floral; flower; heading date; height; leaf; lemma; palea; plant height; spikelet; stamen; stress; temperature
LOC_Os08g42350	Os8N3|OsSWEET11|xa13	 xoo ; anther; bacterial blight; blast; blight; blight disease; breeding; defense; development; disease; disease resistance; grain; grain filling; grain weight; grain-filling; growth; pericarp; pollen; pollen development; resistance; resistant; sheath; starch; sucrose; sugar; transporter; yield
LOC_Os08g42440	OsCOL15	floral; grain; grain number; heading date; height; nucleus; plant height
LOC_Os08g42540	GWC1|OsOTUB1|WTG1	architecture; chalkiness; cytoplasm; endosperm; grain; grain number; grain quality; grain size; grain weight; grain yield; nucleus; quality; starch; starch biosynthesis; sucrose; tiller; tiller number; transcription factor; yield
LOC_Os08g42580	OsCERK1	Kinase; blast; blast resistance; calcium; cell wall; chitin elicitor signaling pathway; chitin signaling; defense; defense response; epidermis; immune response; immunity; immunity signalling; innate immunity; magnaporthe oryzae; peptidoglycan and chitin signaling; peptidoglycan signaling; phosphorus; plasma membrane; reactive oxygen species; receptor kinase; resistance; root; stress; symbiosis; tolerance
LOC_Os08g42600	OsRBR1	Kinase
LOC_Os08g42640	OsRFPH2-10	defense; dwarf
LOC_Os08g42690	XBOS252	XA21 signaling
LOC_Os08g42750	OsCPK21	ABA; Kinase; anther; anther development; development; growth; pollen; salinity; salt; salt stress; salt tolerance; seedling; stress; transcription factor
LOC_Os08g42850	OsFKBP16-3	abiotic stress; chloroplast; drought; growth; leaf; oxidative; salinity; salt
LOC_Os08g42930	NBS8R	bacterial blight; blight; breeding; disease; disease resistance; immune response; immunity; map-based cloning; resistance
LOC_Os08g43120	OsABCG45|OsPDR1	bacterial blight; development; disease; disease resistance; grain; grain yield; growth; pathogen; pathogen resistance; plant growth; resistance; seedling; transporter; yield
LOC_Os08g43130	DS8|LPL3	epidermal cell morphogenesis
LOC_Os08g43160	OsPCF2|PCF2	meristem
LOC_Os08g43290	OSC4	anther; microspore; pollen; root
LOC_Os08g43334	OsHsfB2b	ABA; cold stress; drought; ethylene; salt; salt stress; salt tolerance
LOC_Os08g43390	BSR2	disease; disease resistance; growth; growth rate; resistance; seed; seed size
LOC_Os08g43560	OsAPX4	growth; leaf; leaf senescence; senescence
LOC_Os08g43600	OsFD4	development; floral; flowering; inflorescence; meristem; shoot; shoot apical meristem
LOC_Os08g44050	OsIDD6	flowering
LOC_Os08g44180	OsPRD2	meiosis; sterile
LOC_Os08g44270	OsSAG12-2	cell death; senescence
LOC_Os08g44280	OsPIMT1	chloroplast; seed
LOC_Os08g44350	OHP1|OsAHP1	histidine phosphotransfer proteins
LOC_Os08g44400	OsGRX20	nucleus; resistance; tolerance
LOC_Os08g44460	IF1-1	mitochondria
LOC_Os08g44510	OsSPY	brassinosteroid; breeding; dwarf; ga; gibberellin; height; lamina; reproductive; stem
LOC_Os08g44590	SLC1	SA; development; dwarf; leaf; leaf development; sa; shoot
LOC_Os08g44640	OsBISCPL1	blast; defense; defense response; disease; disease resistance; jasmonic; jasmonic acid; oxidative; root; salicylic acid; stem
LOC_Os08g44820	OsNTL5	nucleus; transcription factor
LOC_Os08g44840	SLG	BR; BR homeostasis; BR signaling; Brassinosteroid; brassinosteroid; grain; grain size; growth; homeostasis; lamina; lamina joint; leaf
LOC_Os08g45000	OsLPT1|OsPT6|OsPht1;6	lateral root; phosphate; pi; root; shoot; transporter; xylem
LOC_Os08g45030	SD8	architecture; height; leaf; leaf angle; plant height; transporter; yield
LOC_Os08g45190	OsPGR5	chloroplast; redox homeostasis
LOC_Os09g01680	OsRAD51D	homologous chromosome pairing; homologous recombination; lemma; meiosis; palea; reproductive; reproductive development; reproductive growth; stamen number; stigma number; telomere lengthening
LOC_Os09g02180	OsDSSR1	ABA; cytoplasm; drought; drought stress; nucleus; stress; stress tolerance; tolerance
LOC_Os09g02214	OsNHAD	chloroplast; growth; homeostasis; plant growth; resistance; salt; salt stress; stress; transporter
LOC_Os09g02360	OsCYCD3;1	axillary meristem; cell division; meristem
LOC_Os09g02650	BC12|GDD1|LGW|YD1	 ga ; cell division; cell elongation; cellulose; culm; development; dwarf; grain; grain length; grain size; grain weight; leaf; leaf color; nucleus; root
LOC_Os09g02830	MADS78	auxin; auxin transport; development; endosperm; homeostasis; quality; seed; seed development; seed size; starch; starch biosynthesis
LOC_Os09g03610	FCA|OsFCA	floral; flower; flowering time; heading date; root; spikelet; stamen
LOC_Os09g03890	TAPE	pollen
LOC_Os09g04790	OsFBN1	JA; chloroplast; grain; grain filling; grain-filling; growth; ja; jasmonate; panicle; stress; tiller; tiller number
LOC_Os09g04890	OsTrx1|SDG723	flower; flowering time; grain; grain number; heading date; height
LOC_Os09g05020	OsPFA-DSP1	drought; stomata; stomatal
LOC_Os09g06464	OsCO3	flower; flowering time
LOC_Os09g07294	OsBIG	development; growth
LOC_Os09g08072	OSINV1	anther; cell wall
LOC_Os09g09480	OsSNF7.2	auxin; leaf; leaf rolling
LOC_Os09g10770	OsTOP6B	auxin; cytokinin; flower; salinity
LOC_Os09g10850	OsMFS1	anther; development; homologous recombination; male sterility; map-based cloning; meiosis; meiotic; nucleus; pollen; reproductive; sterile; sterility
LOC_Os09g10940	RGP1	cell wall; cellulose; dwarf; growth; seedling; starch
LOC_Os09g11450	OsNHX5	grain; lateral root; leaf; pollen; root; salt; salt stress; seed; seedling; shoot; vascular bundle
LOC_Os09g11460	Sub1C	ethylene; flower; ga; submergence; transcription factor
LOC_Os09g11480	Sub1B	submergence tolerance
LOC_Os09g12150	IBF1	reproductive; seed
LOC_Os09g12240	OsBRL1	BR; root; shoot
LOC_Os09g12660	OsAGPS1|OsAPS1	leaf; seed; seed development
LOC_Os09g12730	OsRRM	endosperm; flowering; flowering time; growth; plant height; seed; seed size; starch; sugar; transcription factor; transporter
LOC_Os09g12750	OsPHL3	flowering time; nucleus
LOC_Os09g12770	OsMYBc|OsROC1	R protein; Salt Sensitivity; leaf; salt; salt stress; transcription factor; transporter
LOC_Os09g13570	OsbZIP71	ABA; drought; drought tolerance; ethylene; salinity; salt; salt tolerance; transcription factor
LOC_Os09g13610	OsMED25	BR; BR signaling; Brassinosteroid; Brassinosteroid Signaling; JA; JA signaling; abiotic stress; architecture; biotic stress; brassinosteroid; development; erect; ja; lateral root; leaf; leaf senescence; map-based cloning; plant architecture; root; root development; senescence
LOC_Os09g13630	OsEMF2b	anther; development; floral; floral meristem; floral meristem determinacy; floral organ; flower; flowering time; meristem; nucleus; pollen; pollen development; sterility; tapetum
LOC_Os09g13740	SDG724|lvp1	flower; flowering time; heading date; transcription factor; vegetative
LOC_Os09g13940	OsERF109	drought; drought resistance; drought stress; drought tolerance; ethylene; ethylene response; nucleus; resistance; stress; tolerance
LOC_Os09g15240	OsZAS	AM colonization; AM symbiosis; plant growth; symbiosis
LOC_Os09g15430	OsHTAS	ABA; ABA biosynthesis; breeding; heat tolerance; seedling; stomatal; stress; temperature
LOC_Os09g15670	OsPP108|OsPP2C68|OsSIPP2C1	ABA; abiotic stress; biotic stress; drought; drought stress; growth; panicle; root; salt; seed; seed germination; seedling; stress; stress tolerance; tolerance; transcription factor; water loss
LOC_Os09g16510	OsWRKY74	Pi; Pi homeostasis; cold stress; homeostasis; iron; nitrogen; nucleus; phosphate; pi; stress; tolerance; transcription factor
LOC_Os09g16920	OsCyb5	breeding; grain; grain size; growth; seed; seed germination; seedling; seedling growth; starch; sugar
LOC_Os09g17540	OsFBX322	defense; defense response; epidermis; leaf; nucleus
LOC_Os09g19140	OsSIRK1	Kinase; disease
LOC_Os09g19380	OsCBM1	drought; drought stress; drought tolerance; growth; plasma membrane; reactive oxygen species; stress; stress tolerance; tolerance
LOC_Os09g19734	ICS1|OsICS1|OsVDAC1	SA; defense; defense response; sa
LOC_Os09g19850	AL2	chloroplast; seedling; seedling death
LOC_Os09g19900	OsDWD1	defense; disease; disease resistance; immune response; pathogen; resistance
LOC_Os09g19930	ONI3	shoot
LOC_Os09g20090	OsORAP1	cell death; leaf; reactive oxygen species; stress; tolerance
LOC_Os09g20390	AG1|OsTPP7	growth; starch; submergence; sucrose; sugar; tolerance
LOC_Os09g20830	OsHSBP1	seed; seed development; seedling; temperature
LOC_Os09g21250	OsV5A|YLC1	chloroplast; leaf; leaf development; map-based cloning; oxidative; oxidative stress; photosynthesis; seedlings; stress; temperature
LOC_Os09g22450	OsEDS1	 ja ;  sa ;  xoo ; Heat Stress; JA; R protein; SA; disease; disease resistance; heat stress; jasmonic; jasmonic acid; resistance; salicylic acid; thermotolerance
LOC_Os09g23200	AH2|OsADD1|RL9|SLL1	architecture; cell death; cell elongation; crown; crown root; development; epidermis; flower; grain; grain quality; grain size; grain yield; growth; lateral root; leaf; leaf development; leaf rolling; palea; photosynthesis; quality; root; root architecture; spikelet; transcription factor; yield
LOC_Os09g23300	OsVIT2	Fe; cell death; growth; iron; leaf; manganese; mitochondria; seed; sheath; shoot; transporter; yield; zinc
LOC_Os09g23640	STR1	branching; growth; root; strigolactone; transporter
LOC_Os09g23730	PF1	transcription factor
LOC_Os09g24200	osRAD23	growth; salt; salt stress; shoot; stress
LOC_Os09g24220	OsMSH6	breeding
LOC_Os09g24440	qCTS-9	breeding; cold tolerance; development; seedling; tolerance
LOC_Os09g24480	OsTb2|REP1	development; floral; flower; lemma; palea; stamen; tiller; tiller number; tillering; transcription factor; vascular bundle
LOC_Os09g24680	OsPPR1	chloroplast; leaf
LOC_Os09g25060	OsWRKY76	 sa ; SA; abiotic stress; blast; blast disease; cold tolerance; defense; disease; disease resistance; drought; drought stress; drought stress ; drought tolerance; jasmonate; jasmonic; jasmonic acid; magnaporthe oryzae; protoplasts; resistance; salicylic acid; seedling; stress; temperature; tolerance; transcription factor
LOC_Os09g25070	OsWRKY62	 sa ; SA; cytosol; defense; defense response; disease; disease resistance; immunity; jasmonic; jasmonic acid; resistance; salicylic acid; transcription factor; transcriptional repressor
LOC_Os09g25490	Bc6|OsCesA9	biomass; cell wall; cellulose; culm; flower; growth; lodging; lodging resistance; resistance; salt; salt tolerance; tolerance; xylem
LOC_Os09g25620|LOC_Os09g25625	SAMDC1	chilling; chilling stress; stress
LOC_Os09g25760	OsSAP	cell death; drought; mitochondria; senescence
LOC_Os09g25850	OsGL1-1|WSL2	cuticle; drought; leaf
LOC_Os09g26340	OsPH9	height; plant height
LOC_Os09g26400	OsDSG1	ABA; root; seed; seed germination
LOC_Os09g26660	Osrboh7|OsrbohB	 ABA ; ABA; ER stress; Kinase; drought; drought tolerance; floral; growth; kinase; organ size; oxidative; oxidative stress; plant development; protein kinase; resistance; root; root growth; salt; seed; seed germination; seed weight; stomatal; stress; stress response; sucrose; tolerance
LOC_Os09g26780	OsJAZ8|OsTIFY10c	 ja ;  xoo ; BR; BR signaling; Brassinosteroid; bacterial blight; blight; brassinosteroid; defense; jasmonate; salt; salt stress; salt tolerance; seedlings; stress; stress tolerance; tolerance
LOC_Os09g26840	DRO1	architecture; auxin; breeding; cell elongation; drought; drought tolerance; growth; root; root growth; tolerance; yield
LOC_Os09g26880	ALDH7B7|OsALDH7|OsALDH7B6	abiotic stress; blast; endosperm; oxidative; seed; seed development
LOC_Os09g26960	EP	breeding; erect; grain; grain yield; panicle; yield
LOC_Os09g26999	DEP1|DN1|OsDEP1|qPE9-1	architecture; breeding; cadmium; cell death; development; domestication; dwarf; erect; gibberellin; grain; grain length; grain weight; grain yield; grains per panicle; height; nitrogen; panicle; panicle architecture; phytohormone; quality; root; shoot; spikelet; tiller; yield
LOC_Os09g27230|LOC_Os09g27220	OsBRXL5	cold
LOC_Os09g27590	GS9	grain; grain size; map-based cloning; quality; transcriptional activator
LOC_Os09g27620	OsMS1|PTC1	PCD; anther; anther development; cell death; cytoplasm; development; male sterility; microspore; pollen; pollen exine formation; pollen wall; reproductive; sterility; tapetal; tapetal programmed cell death; tapetum; temperature; transcription factor; transcriptional activator
LOC_Os09g27820	OsACO1	abiotic stress; biotic stress; ethylene
LOC_Os09g27830	PDIL2;3	ER stress; reticulum stress response; stress response
LOC_Os09g27890	LYP4|OsLYP4	defense; magnaporthe oryzae
LOC_Os09g27990	OsANN10	osmotic stress; oxidative; stress
LOC_Os09g28210	OsbHLH120|qRT9	root length; root thickness
LOC_Os09g28300	LP1	panicle; panicle length
LOC_Os09g28310	OsABF4|OsbZIP72	 ABA ; abscisic acid; coleoptile elongation; drought; drought resistance; drought tolerance; seed germination
LOC_Os09g28354	OsHsf23	blast; cell death; leaf; sheath; transcriptional activator
LOC_Os09g28390	OsABA8ox3	ABA; drought; drought stress; oxidative stress; resistance; seed; seedlings; stress; stress tolerance; tolerance
LOC_Os09g28440	OsEATB	branching; ethylene; gibberellin; height; panicle; spikelet; sugar; tiller; tillering; transporter
LOC_Os09g28520	SG1	BR; brassinosteroid; cellular proliferation; dwarf; erect; grain; lamina; panicle; root; seed
LOC_Os09g29130	OsZHD1	floral; homeobox gene; inflorescence; leaf; leaf development; leaf rolling; meristem; panicle; transcription factor
LOC_Os09g29200	OsGSTU17	abiotic stress
LOC_Os09g29404	ISA3|OsISA3	chloroplast; endosperm; leaf; seed; seed germination; seedling; starch; stress; stress tolerance; tolerance; yield
LOC_Os09g29460	Oshox4	dwarf; floral; ga; gibberellin; leaf; meristem; shoot; shoot apical meristem
LOC_Os09g29630	OsNSUN2	Heat Stress; heat stress; methyltransferase; photosynthesis; photosystem; reactive oxygen species; stress; temperature
LOC_Os09g29820	OsTFX1|OsbZIP73	bacterial blight; blight; transcription factor
LOC_Os09g29825	DUA1	R protein; chloroplast; chloroplast development; development; temperature
LOC_Os09g29930	OsBIM1	BR; BR signaling; grain; grain size; lamina; leaf; leaf angle; transcription factor; yield
