MSU	Symbol	Keyword
LOC_Os09g30320	RA8	anther; flower; sterile; tapetum
LOC_Os09g30400	OsWRKY80	disease; disease resistance; drought; ethylene; jasmonic; jasmonic acid; photosynthesis; resistance; root; salicylic acid; senescence; stem; transcription factor
LOC_Os09g30466	OsaTRZ2	chlorophyll content; chloroplast; chloroplast biogenesis
LOC_Os09g31031	UbL404	male sterility
LOC_Os09g31200	OSISAP1	salt; submergence
LOC_Os09g31390	OsTGA10	anther; cell wall; development; male sterility; microspore; organ identity; stamen; sterility; tapetum; transcription factor
LOC_Os09g31438	OsSPL17	disease; disease resistance
LOC_Os09g31970	HMG2	flower; lamina; leaf; seedling
LOC_Os09g32020	OS-DFR2|OsCCRL1|OsDFR2|OsTKPR1	anther; cell death; cuticle; cytoplasm; development; lignin; male sterility; map-based cloning; nucleus; pollen; pollen development; pollen exine formation; pollen wall; programmed cell death; protoplasts; sterility; tapetal; tapetal programmed cell death; tapetum; tapetum degradation; transcription factor
LOC_Os09g32080	OsCTL1|bc15	cell wall; cellulose; culm; growth
LOC_Os09g32330	SKIN1	GKSKSF domain
LOC_Os09g32540	LGD1	architecture; dwarf; grain; grain yield; growth; height; panicle; panicle architecture; tiller; tiller number; vegetative; yield
LOC_Os09g32740	LMM22|OsLMP1|OsUBP2	 sa ; SA; Ubiquitin; blast; cell death; chloroplast; defence; defence response; disease; disease resistance; immune response; leaf; lesion; lesion mimic; programmed cell death; reactive oxygen species; resistance; sa
LOC_Os09g32840	OsPAP2	insect; phosphate; root
LOC_Os09g32930	PAIR2	meiosis; meiotic; pollen; reproductive; vegetative
LOC_Os09g32944	OsSPL18	cell proliferation; development; grain; grain number; grain weight; grain width; panicle; spikelet; tiller; tiller number; transcription factor
LOC_Os09g32948	OsMADS24|OsMADS8	 ABA ; ABA; floral; floral organ; flower; leaf; lemma; palea; seed; seed germination; stamen
LOC_Os09g32952	OsAO4	immunity; pathogen
LOC_Os09g32992	OsSWEET11b	 ga ;  xoo ; GA; Xoo; bacterial blight; blight; fertility; ga; male fertility; sucrose; sugar transport; xoo
LOC_Os09g33510	WEG1	architecture; cell wall; root; root architecture; root elongation
LOC_Os09g33580	OsBC1	cell elongation; grain; grain size; height; leaf; plant height
LOC_Os09g33680	Os9BGlu31	drought; jasmonate; leaf; phytohormone; seed; seedling
LOC_Os09g33710	Os9BGlu33	ABA; IAA; abscisic acid; drought; drought tolerance; iaa; root; root elongation; seed; seed germination; tolerance
LOC_Os09g33810	OsBIANK1|XB25	blast; defense; defense response; disease; disease resistance; seedling; xoo
LOC_Os09g33850	OsFTL4	cytoplasm; drought; drought stress; drought stress ; drought tolerance; flowering; nucleus; stomatal; stress; tolerance; water loss
LOC_Os09g34060	OsbZIP75|RF2a	disease; flower; leaf; root; shoot; transcription factor; vascular bundle
LOC_Os09g34070	OsRRMh	fertility; flower; flowering time; leaf; panicle; reproductive; root; seed; spikelet; spikelets per panicle; stem; vegetative
LOC_Os09g34180	OsFH15	meristem; shoot; shoot apical meristem; spikelet
LOC_Os09g34250	OsSGT1	blast; blast disease; disease; disease resistance; sa; salicylic acid
LOC_Os09g34300	OsITPK6	breeding
LOC_Os09g34880	OsbZIP76	amylose content; development; endosperm; endosperm cellularization; endosperm development; seed size; starch; starch biosynthesis; transcription factor
LOC_Os09g35000	OsGEN-L|OsGEN1	anther; development; fertility; meiosis; microspore; plant development; pollen; sterile; sterility
LOC_Os09g35010	OsDREB1B	abscisic acid; biotic stress; drought; oxidative; salicylic acid; salinity; salt; salt stress; seedling; stress; temperature; tolerance; transcription factor
LOC_Os09g35030	OsCBF3|OsDREB1A|OsDREBL	abiotic stress; cold stress; cold tolerance; drought; salt; salt stress; temperature; tolerance; transcription factor
LOC_Os09g35630	OsBAG1	cell wall; disease; phytohormone
LOC_Os09g35700	LTPL45|OsLTPc2|YY1	anther; microspore; tapetal; vascular bundle
LOC_Os09g35800	OsUGE3	biomass; biomass production; cell wall; cellulose; growth; homeostasis; salt; salt stress; stress; stress tolerance; tolerance
LOC_Os09g35980	TAC1	architecture; auxin; breeding; domestication; erect; plant architecture; shoot; shoot architecture; tiller; tiller angle
LOC_Os09g36020	OsVPS22	grain; grain filling; seedling
LOC_Os09g36160	OsSHI1	architecture; map-based cloning; panicle; panicle size; plant architecture; tiller; tiller number; transcription factor
LOC_Os09g36190	OsPDT1	anther; cell death; male sterility; pollen; pollen wall; programmed cell death; sterility; tapetal; tapetum
LOC_Os09g36200	OsSGR|SGR	breeding; cell death; chloroplast; cytokinin; grain; grain yield; leaf; oxidative; seedling; senescence; yield
LOC_Os09g36220	OsPRR95	 ABA ; ABA; abscisic acid; homeostasis; magnesium; sugar; transcriptional repressor; transporter
LOC_Os09g36300	OsLon1	leaf; panicle; root; sheath
LOC_Os09g36320	BSR1	Kinase; blast; blast resistance; broad-spectrum disease resistance; disease; disease resistance; immune response; immunity; leaf; oxidative; protein kinase; resistance
LOC_Os09g36440	OsTFIIB	transcription factor
LOC_Os09g36680	OsRNS4|OsRRP	ABA; dwarf; growth; salinity; salt; seedling; stem; tiller; tillering
LOC_Os09g36730	OsMYB108	cell wall; lignin
LOC_Os09g36740	MS5	grain
LOC_Os09g36750	APX9	development; plant development
LOC_Os09g36830	OSK20	root
LOC_Os09g36890	OsMED4	development; plant development
LOC_Os09g36910	OsFD1	JA; breeding; defense; flowering; flowering time; ja; nucleus; protein kinase; resistance; xoo
LOC_Os09g36930	OsPIP2;7	arsenite; biomass; boron; chilling; root; shoot; temperature
LOC_Os09g37120	ODCa	salt; shoot
LOC_Os09g37270	OsRacGEF2	Kinase
LOC_Os09g37330	SAUR39	auxin; cytokinin; growth; meristem; nitrogen; root; salinity; shoot; yield
LOC_Os09g37400	OsSAUR45	adventitious root; auxin; cytoplasm; growth; height; plant growth; plant height; primary root; root; root length; seed
LOC_Os09g37540	OsLDC-like1	oxidative stress; stress; stress tolerance
LOC_Os09g37710	OsNLP4	biomass; growth; iron; nitrate; nitrogen; plant growth; transcription factor; yield
LOC_Os09g37720	OsU11|U12-31K	cell division; growth; inflorescence; meristem; shoot; shoot apical meristem; stem
LOC_Os09g37930	OsMLH3	crossover; development; fertility; map-based cloning; meiosis; microspore; pollen
LOC_Os09g38000	OsNAC109	development; growth; leaf; leaf senescence; nucleus
LOC_Os09g38030	OsUgp1|UGPase1|Ugp1	anther; anther development; endosperm; fertility; growth; meiosis; pollen; seed; sterility
LOC_Os09g38320	OsPSY|OsPSY3	drought; root; salt
LOC_Os09g38520	OsCYBDOMG1	grain; grain width; grain yield; growth; plant growth; plasma membrane; salt; salt tolerance; tolerance; yield
LOC_Os09g38580	CDS1|OsCNGC9	Kinase; calcium; chilling; chilling stress; cold; cold tolerance; defense; tolerance; transcription factor
LOC_Os09g38790	OsSUF4|SIP1	flowering time; heading date; methyltransferase; transcription factor; zinc
LOC_Os09g38850	OsDEES1|OsWAK91	blast; blast resistance; defense; flower; reproductive; resistance; seed; seedling; sterility
LOC_Os09g38910	OsWAK92	blast; blast resistance; resistance
LOC_Os09g38980	TCD9	chloroplast; leaf; seedling
LOC_Os09g39180	OsCRP1	chloroplast; cold; cold stress; cold tolerance; drought; photosynthesis; stress; stress tolerance; tolerance
LOC_Os09g39380	OsMDHAR	growth; homeostasis; oxidative; oxidative stress; reactive oxygen species; stress; temperature; tolerance
LOC_Os09g39400	OHP2|OsAHP2	histidine phosphotransfer proteins
LOC_Os09g39550	IF1-2	mitochondria
LOC_Os09g39720	SLC2	SA; development; dwarf; leaf; leaf development; sa; shoot
LOC_Os09g39770	OsC2DP	breeding; plasma membrane; salt; salt stress; salt tolerance; shoot; stress; tolerance
LOC_Os09g39780	CYP19-3|OsCYP-25	abiotic stress; growth
LOC_Os09g39930	STK	 ABA ; ABA; Kinase; antioxidant defense; defense; kinase; oxidative; oxidative stress; plasma membrane; salt; salt stress; salt tolerance; stem; stress; stress tolerance; tolerance
LOC_Os09g39960	OsDRP1E	PCD; cell death; lesion; lesion mimic; map-based cloning; mitochondria
LOC_Os10g01080	OsPDX1.2	disease resistance
LOC_Os10g01570	OsCMT3a	plant development
LOC_Os10g01920	OsACE1	chlorophyll; growth; resistance; stress
LOC_Os10g02300	OsFWL5|OsPCR1	cadmium; cell death; defense; defense response; grain; grain quality; immunity; quality; reactive oxygen species; resistance
LOC_Os10g02584	OsGBP3	grain; grain length; height; plant height
LOC_Os10g02620	BBR	ga; leaf; leaf shape; transcription factor
LOC_Os10g02980	OsFH3	dwarf; phosphatase
LOC_Os10g03400	OsSNDP1	growth; root; root hair
LOC_Os10g03660	OsADF	anther; anther development; development; fertility; tapetal
LOC_Os10g03850	OsFbx352	ABA; seed; seed germination
LOC_Os10g05720	OsDIL|OsLTP6	ABA; abiotic stress; anther; anther development; drought; drought resistance; drought tolerance; fertility; pollen; reproductive; tapetal; tapetum; vegetative; yield
LOC_Os10g05750	OsPRP3	cell wall; cold tolerance; floral; flower
LOC_Os10g06000	OsPRP1	biomass; cold stress; cold tolerance; root; stress; temperature; tolerance
LOC_Os10g06540	OsVAMP714	blast; blast resistance; chloroplast; disease; disease resistance; leaf; plant growth; resistance; sheath
LOC_Os10g07210	OsCIA	anther; growth; panicle; seedling; temperature
LOC_Os10g07978	OsRLR1	defence; defence response; disease; disease resistance; nucleus; resistance; transcription factor
LOC_Os10g08580	CPD|OsCPDP|qUVR-10	breeding; chloroplast; growth; mitochondria; resistant
LOC_Os10g09850	OsDSR-1	ABA; drought; lateral root; panicle; potassium; root; root development
LOC_Os10g10130	OsWAK112|OsWAK112d	Kinase; blast; blast resistance; cell wall; ethylene; ethylene production; kinase; resistance; salt; salt stress; salt tolerance; stress; tolerance
LOC_Os10g10360	OsLSR	immune response; seed; yield
LOC_Os10g11140	OspPGM	male sterility
LOC_Os10g11580	NF-YC12|OsNF-YC12	endosperm development; grain quality; grain weight
LOC_Os10g11980	OsAT1	bacterial blight; blast; blast resistance; blight; leaf; panicle; sheath
LOC_Os10g13940	OsFRDL2	Al tolerance; root; root elongation; tolerance; transcription factor
LOC_Os10g14870	OsHIPP28	disease; heavy metal
LOC_Os10g17260	OsCYP84A	growth
LOC_Os10g19960	MEG2	cell wall synthesis
LOC_Os10g21268	OsrbcL1	GA; ga; stress
LOC_Os10g22380	OsERS1	anther; node
LOC_Os10g22450	OsINO1-2	chloroplast
LOC_Os10g22520	GH5BG	jasmonate; leaf; salt; salt stress; seedling; sheath; shoot; submergence
LOC_Os10g22590	OsEXTL	cell elongation; plant height; stem
LOC_Os10g25030	OsRCCR1	senescence
LOC_Os10g25130	AlaAT|OsAlaAT1	grain quality; grain yield; nitrogen; nitrogen utilization; seed; starch
LOC_Os10g25230	OsJAZ13	JA; cell death; ethylene; ethylene response; growth; ja; jasmonate; signal transduction; vegetative
LOC_Os10g25310	OsSPX3	shoot
LOC_Os10g25780	BRD2|DIM|DWF1|LHDD10|LTBSG1	 BR ; Brassinosteroid; brassinosteroid; cell elongation; development; dwarf; flower; grain; grain shape; grain size; growth; heading date; height; map-based cloning; nucleus; panicle; plant height; quality; seed; seedlings; shoot
LOC_Os10g26060	GluA|OsGluA2	grain; grain protein; grain protein content
LOC_Os10g26280	OsORC3	anther; dwarf; lateral root; primary root; root; root development; shoot; stem
LOC_Os10g26340	PLA1	cell division; ga; gibberellin; growth; leaf; leaf development; meristem; panicle; phytohormone; reproductive; seed; seedling; shoot; shoot apical meristem; vegetative
LOC_Os10g26560	PAIR3	meiosis; meiotic; pollen; reproductive; sterility
LOC_Os10g26940	OsBURP16	abiotic stress; biotic stress; cell wall; drought; salinity; stress
LOC_Os10g27230	OsCCR4a	cytoplasm
LOC_Os10g28000	GR3|OsGR3	ABA; biotic stress; chloroplast; jasmonate; mitochondria; oxidative; oxidative stress; root; salicylic acid; salinity; salt; salt stress; seedling; sheath; stress; stress tolerance; tolerance
LOC_Os10g28060	ONI2	leaf; shoot
LOC_Os10g28330	Ehd2|RID1	floral; flower; growth; heading date; reproductive; root; shoot; transcription factor; vegetative; yield
LOC_Os10g28340	OsHSF6|OsHsfA2c|OsHsfA6a	root; seed; stress; transcription factor
LOC_Os10g28350	OsARD1	abiotic stress; biotic stress; ethylene; growth; salt; salt tolerance; seedling; stress; stress response; submergence; tolerance; transcription factor
LOC_Os10g28360	OsARD4	architecture; biomass; development; growth; lateral root; primary root; root; root architecture
LOC_Os10g28600	TCD10	R protein; chloroplast; chloroplast development; cold stress; development; growth; map-based cloning; photosynthesis; stress; temperature
LOC_Os10g29560	OsPQT3	abiotic stress; biotic stress; oxidative; resistance; salt; salt stress; stress; stress response; yield
LOC_Os10g29660	OsTBP2.2	drought; drought stress; stress
LOC_Os10g30580	OsCDC48E	senescence
LOC_Os10g30610	OsABCG25	ABC transporter; transporter
LOC_Os10g30770	OsPT3|OsPht1;3	Pi; Pi uptake; leaf; phloem; phosphate; phosphorus; pi; shoot; vascular bundle
LOC_Os10g30790	OsPT8|OsPht1;8	Kinase; Pi; Pi signaling; R protein; auxin; biomass; development; disease; disease resistance; endosperm; grain; growth; homeostasis; immunity; magnaporthe oryzae; panicle; phosphatase; phosphate; phosphate transport; phosphorus; pi; plant growth; protein kinase; protein phosphatase; resistance; root; root elongation; seed; shoot; tolerance; transcription factor; transporter; yield
LOC_Os10g30850	OsHCI1	cold stress; salinity; temperature; transcription factor
LOC_Os10g31330	OsGRP2|Osgrp-2	cell wall; development; fertility; floral organ; pollen; tapetal; tapetum
LOC_Os10g31850	DCA1	abiotic stress; biotic stress; drought; homeostasis; salt; salt tolerance; stomatal; stress; tolerance
LOC_Os10g31910	DEL1	cell cycle; cell division; cell wall; leaf; leaf senescence; senescence
LOC_Os10g32540	OsWSL3	chloroplast development
LOC_Os10g32600	Ehd1	floral; flower; flowering time; grain; grain number; heading date; height; leaf; meristem; panicle; shoot; shoot apical meristem; spikelet; spikelet number; yield
LOC_Os10g32680	FLO7	development; endosperm; endosperm development; grain; map-based cloning; starch; stroma
LOC_Os10g32920	HLL	growth; mitochondria
LOC_Os10g32980	OsCesA7	cellulose; culm; growth; lignin; lignin biosynthesis; plant growth; transcription factor; vascular bundle; zinc
LOC_Os10g33240	OsDUF810.7	salt; tolerance
LOC_Os10g33250	WDA1	anther; cuticle; pollen; sterile; tapetal; tapetum
LOC_Os10g33270	OsCYN	temperature
LOC_Os10g33310	OsiICK6	growth; leaf; pollen; seed
LOC_Os10g33370	SD38	ethylene; height; plant height
LOC_Os10g33650	OsPUT3	chloroplast
LOC_Os10g33780	TAW1	inflorescence; meristem; shoot; shoot apical meristem; spikelet; spikelet meristem; vegetative
LOC_Os10g33800	FLO16	breeding; endosperm; grain; grain weight; homeostasis; map-based cloning; starch; starch biosynthesis
LOC_Os10g33855	OsNBL1	chlorophyll content; leaf; leaf senescence; senescence
LOC_Os10g33940	OsARF22	callus
LOC_Os10g33970	OsDRB2|SRL10	catalase; development; growth; leaf; leaf development; stress; temperature; thermotolerance
LOC_Os10g34040	OsFlot	cell death; oxidative stress; salicylic acid; stress tolerance
LOC_Os10g34110	LTT1	cold; cold tolerance; development; seed; stress; temperature; tolerance; yield
LOC_Os10g34180	OsBTF3|Osj10gBTF3	chloroplast; chloroplast development; development; growth; phytohormone; pollen; pollen development; salt; stroma; temperature; transcription factor
LOC_Os10g34230	OsCKX3	grain; grain size; grain weight; lamina; lamina joint; leaf; leaf angle; leaf size; vascular bundle
LOC_Os10g34360	OsLAP6|OsPKS1|YY2	anther; anther development; development; microspore; pollen; pollen exine formation; sterile; tapetal
LOC_Os10g34430	OsDCL3b	breeding; grain; grain quality; grain yield; panicle; pollen; quality; seed; yield
LOC_Os10g34520	OsDim1	culm; grains per panicle; growth; panicle; pollen; reproductive; root; root elongation; seed; seedling; shoot; yield
LOC_Os10g34540	OsTPR1	immune response; reactive oxygen species
LOC_Os10g35050	OsTIP3;1	ABA; sugar
LOC_Os10g35180	OsABCG26	anther; cuticle; development; growth; homeostasis; plasma membrane; pollen; pollen exine formation; seed; sterile; tapetal
LOC_Os10g35200	OsKTN80a	cell division; cell elongation; growth; primary root; root; seedling
LOC_Os10g35240	PPR782a|Rf4	fertility; map-based cloning; pollen
LOC_Os10g35300	OsDOF27	Heat Stress; abiotic stress; biotic stress; heat stress; stress; stress response; stress tolerance; thermotolerance; tolerance
LOC_Os10g35370	FGL|OsPORB	development; growth; leaf; leaf development; reproductive; reproductive growth; seedling
LOC_Os10g35436	Rf1a|Rf5	fertility; grain; mitochondria; pollen; sterile
